,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,name,match
476,22,CM,24-340,90,0,0,0,0,1,1,0,0,63,5,1,1,0.0,0.0,0.0,1,0,38,48,79.2,1,34,2,0,0,Gnezda Čerin Adam,Slovenia-Serbia-June-20-2024-European-Championship
477,20,RM,28-257,75,0,0,0,0,1,0,0,0,52,2,0,1,0.0,0.0,0.0,3,0,35,40,87.5,4,30,2,6,2,Stojanović Petar,Slovenia-Serbia-June-20-2024-European-Championship
478,7,RM,30-206,15,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,Verbič Benjamin,Slovenia-Serbia-June-20-2024-European-Championship
479,13,LB,30-365,90,0,0,0,0,0,0,1,0,52,3,0,0,0.0,0.0,0.0,1,0,29,45,64.4,6,30,3,0,0,Janža Erik,Slovenia-Serbia-June-20-2024-European-Championship
480,6,CB,25-136,90,0,0,0,0,0,0,0,0,49,3,2,2,0.0,0.0,0.0,0,0,28,31,90.3,1,24,0,0,0,Bijol Jaka,Slovenia-Serbia-June-20-2024-European-Championship
481,21,CB,24-234,90,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.1,1,0,25,30,83.3,0,20,0,1,1,Drkušič Vanja,Slovenia-Serbia-June-20-2024-European-Championship
482,2,RB,29-276,90,1,0,0,0,2,1,0,0,71,1,1,3,0.5,0.5,0.0,3,1,48,60,80.0,1,40,2,2,1,Karničnik Žan,Slovenia-Serbia-June-20-2024-European-Championship
483,1,GK,31-165,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,23,29,79.3,0,15,0,0,0,Oblak Jan,Slovenia-Serbia-June-20-2024-European-Championship
484,9,FW,29-278,90,0,0,0,0,6,2,0,0,37,0,0,0,1.0,1.0,0.0,2,0,16,20,80.0,1,22,0,3,2,Mitrović Aleksandar,Slovenia-Serbia-June-20-2024-European-Championship
485,7,AM,24-144,63,0,0,0,0,3,1,0,0,22,0,1,0,0.1,0.1,0.0,2,0,7,11,63.6,1,17,0,1,1,Vlahović Dušan,Slovenia-Serbia-June-20-2024-European-Championship
486,8,"AM,FW",26-180,27,1,0,0,0,1,1,1,0,6,0,0,0,0.2,0.2,0.0,0,0,4,4,100.0,1,6,0,0,0,Jović Luka,Slovenia-Serbia-June-20-2024-European-Championship
487,10,AM,35-213,81,0,0,0,0,0,0,0,0,48,1,1,0,0.0,0.0,0.5,5,0,35,44,79.5,1,36,2,1,0,Tadić Dušan,Slovenia-Serbia-June-20-2024-European-Championship
488,19,AM,22-117,9,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,1,0,5,10,50.0,0,4,0,1,1,Samardzic Lazar,Slovenia-Serbia-June-20-2024-European-Championship
489,22,CM,27-312,63,0,0,0,0,1,0,1,0,53,3,2,0,0.1,0.1,0.0,1,0,41,43,95.3,3,36,1,2,0,Lukić Saša,Slovenia-Serbia-June-20-2024-European-Championship
490,20,CM,29-114,27,0,0,0,0,1,0,0,0,19,1,0,0,0.1,0.1,0.0,0,0,9,11,81.8,1,11,0,1,0,Milinković-Savić Sergej,Slovenia-Serbia-June-20-2024-European-Championship
491,17,CM,23-095,90,0,1,0,0,1,0,0,0,85,3,0,3,0.0,0.0,0.3,4,1,64,71,90.1,6,59,2,2,0,Ilić Ivan,Slovenia-Serbia-June-20-2024-European-Championship
492,25,WB,32-310,45,0,0,0,0,0,0,1,0,30,0,1,0,0.0,0.0,0.0,1,0,18,27,66.7,2,24,0,1,0,Mladenović Filip,Slovenia-Serbia-June-20-2024-European-Championship
493,21,WB,29-133,45,0,0,0,0,1,0,1,0,30,1,0,2,0.1,0.1,0.0,1,1,16,24,66.7,0,17,0,1,0,Gaćinović Mijat,Slovenia-Serbia-June-20-2024-European-Championship
494,14,WB,27-345,81,0,0,0,0,0,0,0,0,67,1,0,0,0.0,0.0,0.6,5,0,51,57,89.5,10,46,5,4,2,Živković Andrija,Slovenia-Serbia-June-20-2024-European-Championship
495,26,WB,26-107,9,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,8,11,72.7,3,8,2,2,1,Birmančević Veljko,Slovenia-Serbia-June-20-2024-European-Championship
496,2,CB,23-027,90,0,0,0,0,0,0,0,0,82,5,0,1,0.0,0.0,0.1,2,0,55,67,82.1,6,58,2,0,0,Pavlović Strahinja,Slovenia-Serbia-June-20-2024-European-Championship
497,4,CB,26-252,90,0,0,0,0,0,0,0,0,81,1,0,1,0.0,0.0,0.0,0,0,67,74,90.5,5,62,0,0,0,Milenković Nikola,Slovenia-Serbia-June-20-2024-European-Championship
498,13,CB,28-268,90,0,0,0,0,0,0,0,0,95,1,0,0,0.0,0.0,0.0,1,0,83,90,92.2,13,78,3,0,0,Veljković Miloš,Slovenia-Serbia-June-20-2024-European-Championship
499,1,GK,28-233,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,16,22,72.7,0,17,0,1,1,Rajković Predrag,Slovenia-Serbia-June-20-2024-European-Championship
500,9,FW,21-137,66,0,0,0,0,0,0,0,0,17,2,1,0,0.0,0.0,0.1,2,0,8,12,66.7,0,5,2,0,0,Højlund Rasmus,Denmark-England-June-20-2024-European-Championship
501,20,FW,30-005,24,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,2,0,0,0,Poulsen Yussuf,Denmark-England-June-20-2024-European-Championship
502,19,FW,25-134,56,0,0,0,0,3,1,0,0,25,0,0,1,0.1,0.1,0.0,4,0,20,21,95.2,1,19,0,0,0,Wind Jonas,Denmark-England-June-20-2024-European-Championship
503,14,RW,23-353,34,0,0,0,0,1,1,0,0,20,1,1,1,0.0,0.0,0.0,0,0,10,14,71.4,0,13,0,1,0,Damsgaard Mikkel,Denmark-England-June-20-2024-European-Championship
504,10,"AM,LW",32-127,81,0,0,0,0,3,0,0,0,50,4,0,1,0.1,0.1,0.1,7,0,31,38,81.6,3,31,2,1,1,Eriksen Christian,Denmark-England-June-20-2024-European-Championship
505,11,LW,24-174,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.4,1,0,5,6,83.3,0,2,0,0,0,Skov Olsen Andreas,Denmark-England-June-20-2024-European-Championship
506,23,CM,28-320,90,0,0,0,0,5,4,0,0,102,6,3,2,0.1,0.1,0.0,2,0,74,84,88.1,7,78,4,2,0,Højbjerg Pierre,Denmark-England-June-20-2024-European-Championship
507,21,CM,24-361,81,1,0,0,0,2,1,0,0,71,0,0,0,0.0,0.0,0.0,3,0,54,65,83.1,4,48,0,1,1,Hjulmand Morten,Denmark-England-June-20-2024-European-Championship
508,15,CM,30-102,9,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,4,0,0,0,Nørgaard Christian,Denmark-England-June-20-2024-European-Championship
509,17,WB,21-187,56,0,1,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,1,1,17,21,81.0,0,15,2,0,0,Bernth Kristiansen Victor,Denmark-England-June-20-2024-European-Championship
510,18,RM,26-194,34,0,0,0,0,0,0,0,0,21,1,1,0,0.0,0.0,0.0,1,0,13,19,68.4,1,13,1,0,0,Bah Alexander,Denmark-England-June-20-2024-European-Championship
511,5,"WB,LM",27-031,90,0,0,0,0,0,0,1,0,72,3,1,2,0.0,0.0,0.1,3,0,49,61,80.3,4,45,5,3,2,Mæhle Joakim,Denmark-England-June-20-2024-European-Championship
512,6,CB,28-071,90,0,0,0,0,1,0,0,0,57,0,2,1,0.4,0.4,0.0,0,0,49,52,94.2,4,46,0,0,0,Christensen Andreas,Denmark-England-June-20-2024-European-Championship
513,3,CB,31-322,90,0,0,0,0,0,0,1,0,81,0,2,1,0.0,0.0,0.0,2,0,70,76,92.1,4,61,0,0,0,Vestergaard Jannik,Denmark-England-June-20-2024-European-Championship
514,2,CB,28-020,90,0,0,0,0,1,0,0,0,81,1,0,1,0.0,0.0,0.0,2,0,67,77,87.0,7,59,2,0,0,Andersen Joachim,Denmark-England-June-20-2024-European-Championship
515,1,GK,37-228,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,20,26,76.9,0,20,0,0,0,Schmeichel Kasper,Denmark-England-June-20-2024-European-Championship
516,9,FW,30-328,68,1,0,0,0,2,1,0,0,22,1,0,0,0.3,0.3,0.0,1,0,14,16,87.5,2,14,0,1,0,Kane Harry,Denmark-England-June-20-2024-European-Championship
517,19,FW,28-173,22,0,0,0,0,1,1,0,0,5,0,1,0,0.2,0.2,0.0,0,0,0,1,0.0,0,3,0,1,0,Watkins Ollie,Denmark-England-June-20-2024-European-Championship
518,11,LW,24-023,68,0,0,0,0,4,1,0,0,38,2,0,0,0.1,0.1,0.0,4,0,27,31,87.1,2,29,2,5,4,Foden Phil,Denmark-England-June-20-2024-European-Championship
519,20,LW,27-183,22,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,5,0,2,0,Bowen Jarrod,Denmark-England-June-20-2024-European-Championship
520,7,RW,22-289,68,0,0,0,0,3,0,0,0,46,0,1,0,0.2,0.2,0.0,4,1,27,33,81.8,1,24,6,4,2,Saka Bukayo,Denmark-England-June-20-2024-European-Championship
521,21,RW,25-357,22,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,1,8,0,0,0,Eze Eberechi,Denmark-England-June-20-2024-European-Championship
522,10,AM,20-357,90,0,0,0,0,0,0,0,0,56,1,0,1,0.0,0.0,0.2,3,1,41,45,91.1,5,33,1,7,4,Bellingham Jude,Denmark-England-June-20-2024-European-Championship
523,4,DM,25-158,90,0,0,0,0,1,1,0,0,76,3,0,0,0.0,0.0,0.0,1,0,58,64,90.6,0,44,0,1,1,Rice Declan,Denmark-England-June-20-2024-European-Championship
524,8,DM,25-257,53,0,0,0,0,0,0,0,0,48,0,0,4,0.0,0.0,0.1,2,0,36,42,85.7,6,25,1,1,0,Alexander-Arnold Trent,Denmark-England-June-20-2024-European-Championship
525,16,DM,24-135,37,0,0,0,0,0,0,1,0,21,1,0,1,0.0,0.0,0.0,0,0,14,17,82.4,0,10,0,0,0,Gallagher Conor,Denmark-England-June-20-2024-European-Championship
526,12,LB,33-275,90,0,0,0,0,0,0,0,0,57,1,2,2,0.0,0.0,0.0,3,0,42,50,84.0,4,27,0,1,0,Trippier Kieran,Denmark-England-June-20-2024-European-Championship
527,6,CB,23-343,90,0,0,0,0,1,0,0,0,63,1,2,2,0.0,0.0,0.0,0,0,47,52,90.4,3,36,0,1,0,Guéhi Marc,Denmark-England-June-20-2024-European-Championship
528,5,CB,30-023,90,0,0,0,0,0,0,0,0,81,0,1,0,0.0,0.0,0.0,0,0,70,78,89.7,2,66,0,0,0,Stones John,Denmark-England-June-20-2024-European-Championship
529,2,RB,34-023,90,0,0,0,0,0,0,0,0,80,0,0,0,0.0,0.0,0.1,2,0,64,77,83.1,3,47,3,0,0,Walker Kyle,Denmark-England-June-20-2024-European-Championship
530,1,GK,30-105,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,32,45,71.1,0,32,0,0,0,Pickford Jordan,Denmark-England-June-20-2024-European-Championship
531,7,FW,31-241,77,0,0,0,0,4,2,0,0,20,0,0,0,0.2,0.2,0.4,2,0,6,11,54.5,0,13,1,3,1,Morata Álvaro,Spain-Italy-June-20-2024-European-Championship
532,21,FW,27-060,13,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,1,0,Oyarzabal Mikel,Spain-Italy-June-20-2024-European-Championship
533,17,LW,21-344,77,0,0,0,0,2,0,0,0,49,0,0,2,0.4,0.4,0.4,6,0,30,34,88.2,4,38,10,11,4,Williams Nico,Spain-Italy-June-20-2024-European-Championship
534,26,LW,30-327,13,0,0,0,0,3,2,0,0,9,0,0,1,0.3,0.3,0.0,1,0,3,3,100.0,1,4,2,3,2,Pérez Ayoze,Spain-Italy-June-20-2024-European-Championship
535,19,RW,16-343,70,0,0,0,0,1,0,0,0,39,1,0,2,0.0,0.0,0.1,2,0,23,28,82.1,3,27,6,6,4,Yamal Lamine,Spain-Italy-June-20-2024-European-Championship
536,11,RW,24-112,20,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.1,1,0,4,6,66.7,0,3,0,2,0,Torres Ferrán,Spain-Italy-June-20-2024-European-Championship
537,8,"LM,DM",28-078,89,0,0,0,0,3,2,0,0,96,2,2,0,0.1,0.1,0.2,5,0,81,88,92.0,11,68,3,3,3,Ruiz Peña Fabián,Spain-Italy-June-20-2024-European-Championship
538,6,DM,27-364,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Merino Mikel,Spain-Italy-June-20-2024-European-Championship
539,16,"CM,DM",27-364,90,0,0,0,0,2,0,1,0,106,2,0,0,0.1,0.1,0.0,3,0,93,95,97.9,7,69,3,2,0,Rodri,Spain-Italy-June-20-2024-European-Championship
540,20,RM,21-208,70,0,0,0,0,3,2,0,0,51,3,0,0,0.7,0.7,0.1,5,0,31,36,86.1,4,29,3,2,0,Pedri,Spain-Italy-June-20-2024-European-Championship
541,15,AM,22-336,20,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,2,0,7,7,100.0,2,6,1,0,0,Baena Alex,Spain-Italy-June-20-2024-European-Championship
542,24,LB,25-334,90,0,0,0,0,0,0,0,0,67,5,3,1,0.0,0.0,0.5,6,0,56,58,96.6,8,41,1,0,0,Cucurella Marc,Spain-Italy-June-20-2024-European-Championship
543,14,CB,30-024,90,0,0,0,0,1,0,0,0,91,0,1,0,0.1,0.1,0.0,3,0,73,85,85.9,6,64,0,0,0,Laporte Aymeric,Spain-Italy-June-20-2024-European-Championship
544,3,CB,27-222,90,0,0,0,0,1,0,1,0,74,1,1,0,0.1,0.1,0.0,2,0,63,66,95.5,2,54,0,0,0,Le Normand Robin,Spain-Italy-June-20-2024-European-Championship
545,2,RB,32-161,90,0,0,0,0,0,0,1,0,69,1,1,1,0.0,0.0,0.1,2,0,58,66,87.9,8,37,1,0,0,Carvajal Dani,Spain-Italy-June-20-2024-European-Championship
546,23,GK,27-009,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,26,36,72.2,0,28,0,0,0,Simón Unai,Spain-Italy-June-20-2024-European-Championship
547,9,FW,25-171,63,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,6,13,46.2,2,10,1,0,0,Scamacca Gianluca,Spain-Italy-June-20-2024-European-Championship
548,19,FW,25-052,27,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,1,0,Retegui Mateo,Spain-Italy-June-20-2024-European-Championship
549,10,"LW,LM",28-001,81,0,0,0,0,1,0,0,0,31,2,1,1,0.0,0.0,0.0,1,0,19,24,79.2,3,21,2,1,0,Pellegrini Lorenzo,Spain-Italy-June-20-2024-European-Championship
550,11,FW,24-123,9,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.1,1,0,11,14,78.6,3,12,1,0,0,Raspadori Giacomo,Spain-Italy-June-20-2024-European-Championship
551,14,"RW,LW",26-239,63,0,0,0,0,1,0,0,0,16,2,0,0,0.0,0.0,0.0,0,0,6,10,60.0,1,12,2,1,0,Chiesa Federico,Spain-Italy-June-20-2024-European-Championship
552,20,"LW,LM",29-004,27,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,2,0,10,14,71.4,0,10,1,0,0,Zaccagni Mattia,Spain-Italy-June-20-2024-European-Championship
553,18,"CM,LM",27-134,90,0,0,0,0,0,0,0,0,59,5,1,0,0.0,0.0,0.0,1,0,40,49,81.6,3,42,1,0,0,Barella Nicolò,Spain-Italy-June-20-2024-European-Championship
554,8,CM,32-183,45,0,0,0,0,0,0,0,0,36,2,1,1,0.0,0.0,0.0,0,0,25,31,80.6,0,24,1,0,0,Jorginho,Spain-Italy-June-20-2024-European-Championship
555,16,"RM,CM",29-109,45,0,0,0,0,1,1,1,0,28,0,0,0,0.1,0.1,0.0,0,0,20,24,83.3,1,22,2,1,1,Cristante Bryan,Spain-Italy-June-20-2024-European-Championship
556,7,RM,24-242,45,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,8,0,2,1,Frattesi Davide,Spain-Italy-June-20-2024-European-Championship
557,24,"RW,RM",24-121,45,0,0,0,0,0,0,0,0,31,3,0,1,0.0,0.0,0.0,1,0,19,27,70.4,0,24,0,0,0,Cambiaso Andrea,Spain-Italy-June-20-2024-European-Championship
558,3,LB,26-223,90,0,0,0,0,0,0,0,0,45,3,2,2,0.0,0.0,0.0,0,0,25,36,69.4,1,29,2,0,0,Dimarco Federico,Spain-Italy-June-20-2024-European-Championship
559,5,CB,22-032,90,0,0,0,0,1,0,0,0,75,2,2,1,0.0,0.0,0.0,0,0,58,64,90.6,3,55,3,0,0,Calafiori Riccardo,Spain-Italy-June-20-2024-European-Championship
560,23,CB,25-068,90,0,0,0,0,0,0,0,0,77,4,0,1,0.0,0.0,0.0,0,0,58,64,90.6,3,54,0,0,0,Bastoni Alessandro,Spain-Italy-June-20-2024-European-Championship
561,2,RB,30-321,90,0,0,0,0,0,0,0,0,74,7,2,1,0.0,0.0,0.0,0,0,53,61,86.9,2,50,0,0,0,Di Lorenzo Giovanni,Spain-Italy-June-20-2024-European-Championship
562,1,GK,25-116,90,0,0,0,0,0,0,1,0,39,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,28,0,0,0,Donnarumma Gianluigi,Spain-Italy-June-20-2024-European-Championship
563,9,FW,24-216,59,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,6,8,75.0,1,6,0,0,0,Boženík Róbert,Slovakia-Ukraine-June-21-2024-European-Championship
564,18,FW,23-078,31,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,5,0,2,2,Strelec Dávid,Slovakia-Ukraine-June-21-2024-European-Championship
565,17,LW,28-026,66,0,1,0,0,2,2,0,0,25,0,0,1,0.1,0.1,0.3,4,1,14,20,70.0,1,22,7,2,2,Haraslín Lukáš,Slovakia-Ukraine-June-21-2024-European-Championship
566,4,LB,21-303,24,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,2,0,20,25,80.0,5,18,1,2,2,Obert Adam,Slovakia-Ukraine-June-21-2024-European-Championship
567,26,RW,30-282,85,1,0,0,0,3,2,0,0,40,1,1,0,0.4,0.4,0.0,2,0,26,30,86.7,3,30,2,1,0,Schranz Ivan,Slovakia-Ukraine-June-21-2024-European-Championship
568,24,RW,18-188,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,4,0,1,0,Sauer Leo,Slovakia-Ukraine-June-21-2024-European-Championship
569,8,LM,29-199,59,0,0,0,0,1,0,0,0,43,2,0,0,0.0,0.0,0.0,2,0,34,38,89.5,4,35,0,0,0,Duda Ondrej,Slovakia-Ukraine-June-21-2024-European-Championship
570,11,LM,26-286,31,0,0,0,0,1,0,0,0,22,1,0,0,0.1,0.1,0.0,2,0,16,18,88.9,0,14,0,0,0,Bénes László,Slovakia-Ukraine-June-21-2024-European-Championship
571,22,CM,29-209,90,0,0,0,0,0,0,0,0,90,1,0,0,0.0,0.0,0.1,4,0,79,83,95.2,9,71,1,2,0,Lobotka Stanislav,Slovakia-Ukraine-June-21-2024-European-Championship
572,19,RM,37-116,90,0,0,0,0,3,0,0,0,46,0,0,0,0.1,0.1,0.1,2,0,31,35,88.6,2,37,1,2,0,Kucka Juraj,Slovakia-Ukraine-June-21-2024-European-Championship
573,16,LB,26-191,66,0,0,0,0,1,1,0,0,51,0,1,0,0.1,0.1,0.0,2,1,35,43,81.4,5,33,4,2,1,Hancko Dávid,Slovakia-Ukraine-June-21-2024-European-Championship
574,7,LW,22-014,24,0,0,0,0,0,0,0,0,16,2,1,1,0.0,0.0,0.0,2,0,5,5,100.0,0,7,0,4,2,Suslov Tomáš,Slovakia-Ukraine-June-21-2024-European-Championship
575,14,CB,29-131,90,0,0,0,0,1,0,0,0,112,0,0,0,0.0,0.0,0.1,3,0,101,107,94.4,8,92,2,1,0,Škriniar Milan,Slovakia-Ukraine-June-21-2024-European-Championship
576,3,CB,28-072,90,0,0,0,0,1,0,0,0,88,0,1,2,0.0,0.0,0.0,0,0,71,81,87.7,7,72,0,0,0,Vavro Denis,Slovakia-Ukraine-June-21-2024-European-Championship
577,2,RB,37-235,90,0,0,0,0,1,0,0,0,55,0,1,3,0.0,0.0,0.0,2,0,37,45,82.2,3,31,4,2,1,Pekarík Peter,Slovakia-Ukraine-June-21-2024-European-Championship
578,1,GK,35-158,90,0,0,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.0,0,0,32,38,84.2,0,28,0,0,0,Dúbravka Martin,Slovakia-Ukraine-June-21-2024-European-Championship
579,11,FW,27-000,66,0,0,0,0,2,0,0,0,12,0,1,0,0.4,0.4,0.1,3,0,9,9,100.0,0,10,0,1,1,Dovbyk Artem,Slovakia-Ukraine-June-21-2024-European-Championship
580,9,FW,28-207,24,1,0,0,0,2,1,1,0,13,0,0,1,0.3,0.3,0.1,1,0,7,8,87.5,2,8,1,0,0,Yaremchuk Roman,Slovakia-Ukraine-June-21-2024-European-Championship
581,10,LW,23-168,84,0,0,0,0,3,1,0,0,22,1,0,0,0.2,0.2,0.4,6,0,13,16,81.3,4,15,4,3,2,Mudryk Mykhailo,Slovakia-Ukraine-June-21-2024-European-Championship
582,8,CM,31-048,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Malinovskyi Ruslan,Slovakia-Ukraine-June-21-2024-European-Championship
583,7,RW,34-242,66,0,0,0,0,2,0,0,0,34,1,1,1,0.4,0.4,0.0,2,0,21,27,77.8,5,23,4,1,0,Yarmolenko Andriy,Slovakia-Ukraine-June-21-2024-European-Championship
584,20,RW,27-323,24,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.0,0,0,6,10,60.0,2,5,0,0,0,Zubkov Oleksandr,Slovakia-Ukraine-June-21-2024-European-Championship
585,14,"AM,LW",21-294,90,0,0,0,0,1,0,0,0,34,2,0,1,0.0,0.0,0.0,2,1,27,28,96.4,2,26,1,3,2,Sudakov Heorhiy,Slovakia-Ukraine-June-21-2024-European-Championship
586,18,DM,22-150,84,0,0,0,0,1,1,0,0,50,3,2,1,0.0,0.0,0.0,1,0,34,38,89.5,0,30,0,0,0,Brazhko Volodymyr,Slovakia-Ukraine-June-21-2024-European-Championship
587,5,CM,33-050,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,Sydorchuk Serhiy,Slovakia-Ukraine-June-21-2024-European-Championship
588,19,"DM,CM",25-261,89,1,1,0,0,1,1,0,0,50,1,2,2,0.2,0.2,0.2,1,1,31,40,77.5,4,35,4,1,0,Shaparenko Mykola,Slovakia-Ukraine-June-21-2024-European-Championship
589,4,CM,23-359,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,Talovierov Maksym,Slovakia-Ukraine-June-21-2024-European-Championship
590,17,LB,27-189,90,0,1,0,0,1,1,0,0,68,4,1,2,0.0,0.0,0.2,4,1,44,56,78.6,6,38,2,0,0,Zinchenko Oleksandr,Slovakia-Ukraine-June-21-2024-European-Championship
591,22,CB,28-050,90,0,0,0,0,0,0,0,0,85,1,0,2,0.0,0.0,0.0,2,0,74,78,94.9,3,61,0,0,0,Matviyenko Mykola,Slovakia-Ukraine-June-21-2024-European-Championship
592,13,CB,21-294,90,0,0,0,0,0,0,0,0,75,2,0,1,0.0,0.0,0.0,2,1,57,69,82.6,1,52,0,0,0,Zabarnyi Illia,Slovakia-Ukraine-June-21-2024-European-Championship
593,24,RB,27-153,90,0,0,0,0,0,0,0,0,48,3,1,1,0.0,0.0,0.0,1,0,27,38,71.1,0,23,3,0,0,Tymchyk Oleksandr,Slovakia-Ukraine-June-21-2024-European-Championship
594,12,GK,22-325,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,34,39,87.2,0,28,0,0,0,Trubin Anatolii,Slovakia-Ukraine-June-21-2024-European-Championship
595,10,FW,30-129,78,0,0,0,0,2,1,0,0,28,0,0,0,0.3,0.3,0.0,0,0,14,23,60.9,2,15,0,0,0,Memphis,Netherlands-France-June-21-2024-European-Championship
596,9,FW,31-319,12,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,Weghorst Wout,Netherlands-France-June-21-2024-European-Championship
597,11,LW,25-045,90,0,0,0,0,1,1,0,0,26,2,0,0,0.0,0.0,0.3,2,0,9,17,52.9,1,16,3,1,0,Gakpo Cody,Netherlands-France-June-21-2024-European-Championship
598,12,RW,23-194,72,0,0,0,0,2,1,0,0,27,0,0,0,0.1,0.1,0.0,0,0,19,23,82.6,1,23,3,0,0,Frimpong Jeremie,Netherlands-France-June-21-2024-European-Championship
599,2,RB,23-339,18,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,20,20,100.0,0,19,0,0,0,Geertruida Lutsharel,Netherlands-France-June-21-2024-European-Championship
600,7,AM,21-061,72,0,0,0,0,1,1,0,0,27,2,1,0,0.0,0.0,0.0,4,0,16,21,76.2,5,19,4,1,0,Simons Xavi,Netherlands-France-June-21-2024-European-Championship
601,8,AM,33-223,18,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,2,0,0,0,Wijnaldum Georginio,Netherlands-France-June-21-2024-European-Championship
602,14,DM,25-328,90,0,0,0,0,1,0,0,0,41,0,0,1,0.0,0.0,0.0,3,0,33,35,94.3,7,33,3,0,0,Reijnders Tijjani,Netherlands-France-June-21-2024-European-Championship
603,24,DM,27-161,72,0,0,0,0,0,0,1,0,37,1,1,2,0.0,0.0,0.0,0,0,29,31,93.5,2,26,0,0,0,Schouten Jerdy,Netherlands-France-June-21-2024-European-Championship
604,16,DM,25-215,18,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,11,15,73.3,1,10,0,0,0,Veerman Joey,Netherlands-France-June-21-2024-European-Championship
605,5,LB,29-124,90,0,0,0,0,0,0,0,0,35,2,1,1,0.0,0.0,0.0,0,0,18,26,69.2,2,14,2,0,0,Aké Nathan,Netherlands-France-June-21-2024-European-Championship
606,4,CB,32-349,90,0,0,0,0,1,0,0,0,58,0,0,1,0.0,0.0,0.0,0,0,44,48,91.7,4,30,0,0,0,van Dijk Virgil,Netherlands-France-June-21-2024-European-Championship
607,6,CB,32-137,90,0,0,0,0,0,0,0,0,79,1,0,3,0.0,0.0,0.0,0,0,64,69,92.8,2,57,0,0,0,Vrij Stefan,Netherlands-France-June-21-2024-European-Championship
608,22,"RB,RW",28-064,90,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.0,0,0,41,47,87.2,4,35,0,1,0,Dumfries Denzel,Netherlands-France-June-21-2024-European-Championship
609,1,GK,21-308,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,1,0,41,42,97.6,0,31,0,0,0,Verbruggen Bart,Netherlands-France-June-21-2024-European-Championship
